,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2023/05/10,Wed,Sri Lanka,Crispy Chicken 02 PC,1220.00,3.84,Ala Carte & Value Meals,Regular
2,2023/05/10,Wed,Sri Lanka,Crispy Chicken 05 PC,3080.00,9.69,Ala Carte & Value Meals,Regular
3,2023/05/10,Wed,Sri Lanka,Spicy chicken footlong,840.00,2.64,Ala Carte & Value Meals,Regular
4,2023/05/10,Wed,Sri Lanka,Crispy Chicken Wrap,840.00,2.64,Ala Carte & Value Meals,Regular
5,2023/05/10,Wed,Sri Lanka,McSpicy Chicken Wrap,1700.00,5.35,Ala Carte & Value Meals,Regular
6,2023/05/10,Wed,Sri Lanka,Crispy Chicken Burger,580.00,1.82,Ala Carte & Value Meals,Regular
7,2023/05/10,Wed,Sri Lanka,Chicken Junior,780.00,2.45,Ala Carte & Value Meals,Regular
8,2023/05/10,Wed,Sri Lanka,Beefburger,1050.00,3.30,Ala Carte & Value Meals,Regular
9,2023/05/10,Wed,Sri Lanka,Cheeseburger,1200.00,3.77,Ala Carte & Value Meals,Regular
10,2023/05/10,Wed,Sri Lanka,Double Cheeseburger,1880.00,5.91,Ala Carte & Value Meals,Regular
11,2023/05/10,Wed,Sri Lanka,Big Mac,1820.00,5.72,Ala Carte & Value Meals,Regular
12,2023/05/10,Wed,Sri Lanka,McChicken Burger,1700.00,5.35,Ala Carte & Value Meals,Regular
13,2023/05/10,Wed,Sri Lanka,McSpicy Chicken Burger,1100.00,3.46,Ala Carte & Value Meals,Regular
14,2023/05/10,Wed,Sri Lanka,Chicken Big Mac,1700.00,5.35,Ala Carte & Value Meals,Regular
15,2023/05/10,Wed,Sri Lanka,Chicken McNuggets 6 PC,1500.00,4.72,Ala Carte & Value Meals,Regular
16,2023/05/10,Wed,Sri Lanka,Chicken McNuggets 9 PC,2090.00,6.57,Ala Carte & Value Meals,Regular
17,2023/05/10,Wed,Sri Lanka,McSpicy Chicken Fillet,1320.00,4.15,Ala Carte & Value Meals,Regular
18,2023/05/10,Wed,Sri Lanka,McSpicy Wings 3 PC,570.00,1.79,Ala Carte & Value Meals,Regular
19,2023/05/10,Wed,Sri Lanka,McSpicy Wings 6 PC,1070.00,3.37,Ala Carte & Value Meals,Regular
20,2023/05/10,Wed,Sri Lanka,Filet-O-Fish,1380.00,4.34,Ala Carte & Value Meals,Regular
21,2023/05/10,Wed,Sri Lanka,Veggie Burger,1100.00,3.46,Ala Carte & Value Meals,Regular
22,2023/05/10,Wed,Sri Lanka,Sausage & Egg Burger,580.00,1.82,Breakfast & Value Meals,Breakfast
23,2023/05/10,Wed,Sri Lanka,Egg Burger,440.00,1.38,Breakfast & Value Meals,Breakfast
24,2023/05/10,Wed,Sri Lanka,Hash Brown,340.00,1.07,Breakfast & Value Meals,Breakfast
25,2023/05/10,Wed,Sri Lanka,Crispy Chicken Wrap,840.00,2.64,Breakfast & Value Meals,Breakfast
26,2023/05/10,Wed,Sri Lanka,Crispy Chicken Burger,580.00,1.82,Breakfast & Value Meals,Breakfast
27,2023/05/10,Wed,Sri Lanka,Chicken Junior,780.00,2.45,Breakfast & Value Meals,Breakfast
28,2023/05/10,Wed,Sri Lanka,McSpicy Chicken Burger,1100.00,3.46,Breakfast & Value Meals,Breakfast
