,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2023/04/20,Thu,Sri Lanka,Crispy Chicken 02 PC,1220.00,3.80,Ala Carte & Value Meals,Regular
2,2023/04/20,Thu,Sri Lanka,Crispy Chicken 05 PC,3080.00,9.60,Ala Carte & Value Meals,Regular
3,2023/04/20,Thu,Sri Lanka,Spicy chicken footlong,840.00,2.62,Ala Carte & Value Meals,Regular
4,2023/04/20,Thu,Sri Lanka,Crispy Chicken Wrap,840.00,2.62,Ala Carte & Value Meals,Regular
5,2023/04/20,Thu,Sri Lanka,McSpicy Chicken Wrap,1700.00,5.30,Ala Carte & Value Meals,Regular
6,2023/04/20,Thu,Sri Lanka,Crispy Chicken Burger,580.00,1.81,Ala Carte & Value Meals,Regular
7,2023/04/20,Thu,Sri Lanka,Chicken Junior,780.00,2.43,Ala Carte & Value Meals,Regular
8,2023/04/20,Thu,Sri Lanka,Beefburger,1050.00,3.27,Ala Carte & Value Meals,Regular
9,2023/04/20,Thu,Sri Lanka,Cheeseburger,1200.00,3.74,Ala Carte & Value Meals,Regular
10,2023/04/20,Thu,Sri Lanka,Double Cheeseburger,1880.00,5.86,Ala Carte & Value Meals,Regular
11,2023/04/20,Thu,Sri Lanka,Big Mac,1820.00,5.67,Ala Carte & Value Meals,Regular
12,2023/04/20,Thu,Sri Lanka,McChicken Burger,1700.00,5.30,Ala Carte & Value Meals,Regular
13,2023/04/20,Thu,Sri Lanka,McSpicy Chicken Burger,1100.00,3.43,Ala Carte & Value Meals,Regular
14,2023/04/20,Thu,Sri Lanka,Chicken Big Mac,1700.00,5.30,Ala Carte & Value Meals,Regular
15,2023/04/20,Thu,Sri Lanka,Chicken McNuggets 6 PC,1500.00,4.68,Ala Carte & Value Meals,Regular
16,2023/04/20,Thu,Sri Lanka,Chicken McNuggets 9 PC,2090.00,6.51,Ala Carte & Value Meals,Regular
17,2023/04/20,Thu,Sri Lanka,McSpicy Chicken Fillet,1320.00,4.11,Ala Carte & Value Meals,Regular
18,2023/04/20,Thu,Sri Lanka,McSpicy Wings 3 PC,570.00,1.78,Ala Carte & Value Meals,Regular
19,2023/04/20,Thu,Sri Lanka,McSpicy Wings 6 PC,1070.00,3.34,Ala Carte & Value Meals,Regular
20,2023/04/20,Thu,Sri Lanka,Filet-O-Fish,1380.00,4.30,Ala Carte & Value Meals,Regular
21,2023/04/20,Thu,Sri Lanka,Veggie Burger,1100.00,3.43,Ala Carte & Value Meals,Regular
22,2023/04/20,Thu,Sri Lanka,Sausage & Egg Burger,580.00,1.81,Breakfast & Value Meals,Breakfast
23,2023/04/20,Thu,Sri Lanka,Egg Burger,440.00,1.37,Breakfast & Value Meals,Breakfast
24,2023/04/20,Thu,Sri Lanka,Hash Brown,340.00,1.06,Breakfast & Value Meals,Breakfast
25,2023/04/20,Thu,Sri Lanka,Crispy Chicken Wrap,840.00,2.62,Breakfast & Value Meals,Breakfast
26,2023/04/20,Thu,Sri Lanka,Crispy Chicken Burger,580.00,1.81,Breakfast & Value Meals,Breakfast
27,2023/04/20,Thu,Sri Lanka,Chicken Junior,780.00,2.43,Breakfast & Value Meals,Breakfast
28,2023/04/20,Thu,Sri Lanka,McSpicy Chicken Burger,1100.00,3.43,Breakfast & Value Meals,Breakfast
29,2023/04/20,Thu,Sri Lanka,Double Chicken Rice meal,1250.00,3.90,Rice,Regular
30,2023/04/20,Thu,Sri Lanka,Curry N Rice,560.00,1.75,Rice,Regular
31,2023/04/20,Thu,Sri Lanka,McRice Chicken,970.00,3.02,Rice,Regular
32,2023/04/20,Thu,Sri Lanka,McRice - Fish,970.00,3.02,Rice,Regular
33,2023/04/20,Thu,Sri Lanka,McRice - Vegetable,970.00,3.02,Rice,Regular
34,2023/04/20,Thu,Sri Lanka,Fries,570.00,1.78,Salads/Sides,Regular
35,2023/04/20,Thu,Sri Lanka,Choco Chip McFlurry,940.00,2.93,Desserts,Regular
36,2023/04/20,Thu,Sri Lanka,OREO McFLURRY,940.00,2.93,Desserts,Regular
37,2023/04/20,Thu,Sri Lanka,Chocolate Sundae,660.00,2.06,Desserts,Regular
38,2023/04/20,Thu,Sri Lanka,Strawberry Sundae,660.00,2.06,Desserts,Regular
39,2023/04/20,Thu,Sri Lanka,Plain Sundae,580.00,1.81,Desserts,Regular
40,2023/04/20,Thu,Sri Lanka,Chocolate flavoured milk,410.00,1.28,Beverages,Regular
41,2023/04/20,Thu,Sri Lanka,Coke zero,310.00,0.97,Beverages,Regular
42,2023/04/20,Thu,Sri Lanka,Coke,370.00,1.15,Beverages,Regular
43,2023/04/20,Thu,Sri Lanka,Fanta,370.00,1.15,Beverages,Regular
44,2023/04/20,Thu,Sri Lanka,Sprite,370.00,1.15,Beverages,Regular
45,2023/04/20,Thu,Sri Lanka,Water,80.00,0.25,Beverages,Regular
46,2023/04/20,Thu,Sri Lanka,Happy Crispy Burger Meal,1490.00,4.64,Happy Meals,Regular
