,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2023/08/17,Thu,Vietnam,Deal BIC Craving (4 Items),78000.00,3.26,Promotions,Regular
2,2023/08/17,Thu,Vietnam,Deal BIC Craving (7 Items),159000.00,6.65,Promotions,Regular
3,2023/08/17,Thu,Vietnam,Value Deal - Hamburger,49000.00,2.05,Promotions,Regular
4,2023/08/17,Thu,Vietnam,Value Deal - Chicken Burger,49000.00,2.05,Promotions,Regular
5,2023/08/17,Thu,Vietnam,Value Deal - Sausage Burger,49000.00,2.05,Promotions,Regular
6,2023/08/17,Thu,Vietnam,Value Deal - Cheese Burger,59000.00,2.47,Promotions,Regular
7,2023/08/17,Thu,Vietnam,Summer Combo - Fillet O Fish (1514),89000.00,3.72,Promotions,Regular
8,2023/08/17,Thu,Vietnam,Summer Combo - Cheese Burger (1516),89000.00,3.72,Promotions,Regular
9,2023/08/17,Thu,Vietnam,Deal BIC Craving (4 Items),78000.00,3.26,Promotions,Breakfast
10,2023/08/17,Thu,Vietnam,Deal BIC Craving (7 Items),159000.00,6.65,Promotions,Breakfast
11,2023/08/17,Thu,Vietnam,Value Deal - Hamburger,49000.00,2.05,Promotions,Breakfast
12,2023/08/17,Thu,Vietnam,Value Deal - Chicken Burger,49000.00,2.05,Promotions,Breakfast
13,2023/08/17,Thu,Vietnam,Value Deal - Sausage Burger,49000.00,2.05,Promotions,Breakfast
14,2023/08/17,Thu,Vietnam,Value Deal - Cheese Burger,59000.00,2.47,Promotions,Breakfast
15,2023/08/17,Thu,Vietnam,Summer Combo - Fillet O Fish (1514),89000.00,3.72,Promotions,Breakfast
16,2023/08/17,Thu,Vietnam,Summer Combo - Cheese Burger (1516),89000.00,3.72,Promotions,Breakfast
17,2023/08/17,Thu,Vietnam,Combo for 2 – A,141000.00,5.89,Combo,Regular
18,2023/08/17,Thu,Vietnam,Combo for 2 – B,189000.00,7.90,Combo,Regular
19,2023/08/17,Thu,Vietnam,Combo for 2 – C,199000.00,8.32,Combo,Regular
20,2023/08/17,Thu,Vietnam,Combo for 3 – A,289000.00,12.08,Combo,Regular
21,2023/08/17,Thu,Vietnam,Combo for 3 – B,299000.00,12.50,Combo,Regular
22,2023/08/17,Thu,Vietnam,Cheeseburger Happy Meal,79000.00,3.30,Happy Meals,Regular
23,2023/08/17,Thu,Vietnam,Fried Chicken Happy Meal,79000.00,3.30,Happy Meals,Regular
