,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2023/08/02,Wed,Vietnam,Deal BIC Craving (4 Items),78000.00,3.28,Promotions,Regular
2,2023/08/02,Wed,Vietnam,Deal BIC Craving (7 Items),159000.00,6.68,Promotions,Regular
3,2023/08/02,Wed,Vietnam,Value Deal - Hamburger,49000.00,2.06,Promotions,Regular
4,2023/08/02,Wed,Vietnam,Value Deal - Chicken Burger,49000.00,2.06,Promotions,Regular
5,2023/08/02,Wed,Vietnam,Value Deal - Sausage Burger,49000.00,2.06,Promotions,Regular
6,2023/08/02,Wed,Vietnam,Value Deal - Cheese Burger,59000.00,2.48,Promotions,Regular
7,2023/08/02,Wed,Vietnam,Summer Combo - Fillet O Fish (1514),89000.00,3.74,Promotions,Regular
8,2023/08/02,Wed,Vietnam,Summer Combo - Cheese Burger (1516),89000.00,3.74,Promotions,Regular
9,2023/08/02,Wed,Vietnam,Deal BIC Craving (4 Items),78000.00,3.28,Promotions,Breakfast
10,2023/08/02,Wed,Vietnam,Deal BIC Craving (7 Items),159000.00,6.68,Promotions,Breakfast
11,2023/08/02,Wed,Vietnam,Value Deal - Hamburger,49000.00,2.06,Promotions,Breakfast
12,2023/08/02,Wed,Vietnam,Value Deal - Chicken Burger,49000.00,2.06,Promotions,Breakfast
13,2023/08/02,Wed,Vietnam,Value Deal - Sausage Burger,49000.00,2.06,Promotions,Breakfast
14,2023/08/02,Wed,Vietnam,Value Deal - Cheese Burger,59000.00,2.48,Promotions,Breakfast
15,2023/08/02,Wed,Vietnam,Summer Combo - Fillet O Fish (1514),89000.00,3.74,Promotions,Breakfast
16,2023/08/02,Wed,Vietnam,Summer Combo - Cheese Burger (1516),89000.00,3.74,Promotions,Breakfast
17,2023/08/02,Wed,Vietnam,Combo for 2 – A,141000.00,5.92,Combo,Regular
18,2023/08/02,Wed,Vietnam,Combo for 2 – B,189000.00,7.94,Combo,Regular
19,2023/08/02,Wed,Vietnam,Combo for 2 – C,199000.00,8.36,Combo,Regular
20,2023/08/02,Wed,Vietnam,Combo for 3 – A,289000.00,12.14,Combo,Regular
21,2023/08/02,Wed,Vietnam,Combo for 3 – B,299000.00,12.56,Combo,Regular
22,2023/08/02,Wed,Vietnam,Cheeseburger Happy Meal,79000.00,3.32,Happy Meals,Regular
23,2023/08/02,Wed,Vietnam,Fried Chicken Happy Meal,79000.00,3.32,Happy Meals,Regular
24,2023/08/02,Wed,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.32,Happy Meals,Regular
25,2023/08/02,Wed,Vietnam,Chicken Burger Happy Meal,79000.00,3.32,Happy Meals,Regular
26,2023/08/02,Wed,Vietnam,Sausage Burger Happy Meal,79000.00,3.32,Happy Meals,Regular
27,2023/08/02,Wed,Vietnam,2 pcs Fried Chicken EVM,99000.00,4.16,Tuesday - Chicken Day,Regular
28,2023/08/02,Wed,Vietnam,Cheeseburger Deluxe,79000.00,3.32,Burger Day – Buy 1 Get 1 Burger,Regular
