,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2023/10/26,Thu,Vietnam,Deal BIC Craving (4 Items),78000.00,3.19,Promotions,Regular
2,2023/10/26,Thu,Vietnam,Deal BIC Craving (7 Items),159000.00,6.50,Promotions,Regular
3,2023/10/26,Thu,Vietnam,McRoyal w Cheese,104000.00,4.25,Promotions,Regular
4,2023/10/26,Thu,Vietnam,Double Cheeseburger,89000.00,3.64,Promotions,Regular
5,2023/10/26,Thu,Vietnam,Triple Cheeseburger,114000.00,4.66,Promotions,Regular
6,2023/10/26,Thu,Vietnam,Deal BIC Craving (4 Items),78000.00,3.19,Promotions,Breakfast
7,2023/10/26,Thu,Vietnam,Deal BIC Craving (7 Items),159000.00,6.50,Promotions,Breakfast
8,2023/10/26,Thu,Vietnam,McRoyal w Cheese,104000.00,4.25,Promotions,Breakfast
9,2023/10/26,Thu,Vietnam,Double Cheeseburger,89000.00,3.64,Promotions,Breakfast
10,2023/10/26,Thu,Vietnam,Triple Cheeseburger,114000.00,4.66,Promotions,Breakfast
11,2023/10/26,Thu,Vietnam,Combo for 2 – A,141000.00,5.76,Combo,Regular
12,2023/10/26,Thu,Vietnam,Combo for 2 – B,189000.00,7.72,Combo,Regular
13,2023/10/26,Thu,Vietnam,Combo for 2 – C,199000.00,8.13,Combo,Regular
14,2023/10/26,Thu,Vietnam,Combo for 3 – A,289000.00,11.81,Combo,Regular
15,2023/10/26,Thu,Vietnam,Combo for 3 – B,299000.00,12.22,Combo,Regular
16,2023/10/26,Thu,Vietnam,Cheeseburger Happy Meal,79000.00,3.23,Happy Meals,Regular
17,2023/10/26,Thu,Vietnam,Fried Chicken Happy Meal,79000.00,3.23,Happy Meals,Regular
18,2023/10/26,Thu,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.23,Happy Meals,Regular
19,2023/10/26,Thu,Vietnam,Chicken Burger Happy Meal,79000.00,3.23,Happy Meals,Regular
20,2023/10/26,Thu,Vietnam,Sausage Burger Happy Meal,79000.00,3.23,Happy Meals,Regular
21,2023/10/26,Thu,Vietnam,2 pcs Fried Chicken EVM,99000.00,4.05,Tuesday - Chicken Day,Regular
22,2023/10/26,Thu,Vietnam,Cheeseburger Deluxe,79000.00,3.23,Thursday – Buy 1 Get 1 Burger,Regular
23,2023/10/26,Thu,Vietnam,Double Cheeseburger,89000.00,3.64,Thursday – Buy 1 Get 1 Burger,Regular
24,2023/10/26,Thu,Vietnam,Big Mac,104000.00,4.25,Thursday – Buy 1 Get 1 Burger,Regular
25,2023/10/26,Thu,Vietnam,McRoyal w Cheese,104000.00,4.25,Thursday – Buy 1 Get 1 Burger,Regular
26,2023/10/26,Thu,Vietnam,McRoyal Deluxe,114000.00,4.66,Thursday – Buy 1 Get 1 Burger,Regular
27,2023/10/26,Thu,Vietnam,McChicken,89000.00,3.64,Thursday – Buy 1 Get 1 Burger,Regular
28,2023/10/26,Thu,Vietnam,McSpicy Deluxe,114000.00,4.66,Thursday – Buy 1 Get 1 Burger,Regular
29,2023/10/26,Thu,Vietnam,McChicken Deluxe,99000.00,4.05,Thursday – Buy 1 Get 1 Burger,Regular
30,2023/10/26,Thu,Vietnam,Filet - O - Fish,79000.00,3.23,Thursday – Buy 1 Get 1 Burger,Regular
31,2023/10/26,Thu,Vietnam,Double McChicken,126000.00,5.15,Thursday – Buy 1 Get 1 Burger,Regular
32,2023/10/26,Thu,Vietnam,Double McRoyal w Cheese,136000.00,5.56,Thursday – Buy 1 Get 1 Burger,Regular
33,2023/10/26,Thu,Vietnam,Double Filet O Fish,104000.00,4.25,Thursday – Buy 1 Get 1 Burger,Regular
34,2023/10/26,Thu,Vietnam,Triple Cheeseburger,92000.00,3.76,Secret Menu,Regular
35,2023/10/26,Thu,Vietnam,Double McChicken,101000.00,4.13,Secret Menu,Regular
36,2023/10/26,Thu,Vietnam,Double McRoyal w Cheese,116000.00,4.74,Secret Menu,Regular
37,2023/10/26,Thu,Vietnam,Double Filet O Fish,85000.00,3.47,Secret Menu,Regular
38,2023/10/26,Thu,Vietnam,1 pc Fried Chicken,39000.00,1.59,Fried Chicken,Regular
39,2023/10/26,Thu,Vietnam,1 pc Fried Chicken EVM,73000.00,2.98,Fried Chicken,Regular
40,2023/10/26,Thu,Vietnam,2 pcs Fried Chicken EVM,99000.00,4.05,Fried Chicken,Regular
41,2023/10/26,Thu,Vietnam,3 pcs Fried Chicken,109000.00,4.45,Fried Chicken,Regular
42,2023/10/26,Thu,Vietnam,5 pcs Fried Chicken,179000.00,7.32,Fried Chicken,Regular
43,2023/10/26,Thu,Vietnam,9 pcs Fried Chicken,299000.00,12.22,Fried Chicken,Regular
44,2023/10/26,Thu,Vietnam,6pcs Chicken McNuggets,59000.00,2.41,Fried Chicken,Regular
45,2023/10/26,Thu,Vietnam,3pcs Chicken McWings,75000.00,3.07,Fried Chicken,Regular
46,2023/10/26,Thu,Vietnam,9pcs Chicken McNuggets,79000.00,3.23,Fried Chicken,Regular
47,2023/10/26,Thu,Vietnam,6pcs Chicken McWings,135000.00,5.52,Fried Chicken,Regular
48,2023/10/26,Thu,Vietnam,20pcs Chicken McNuggets ,129000.00,5.27,Fried Chicken,Regular
49,2023/10/26,Thu,Vietnam,10pcs Chicken McWings ,191000.00,7.81,Fried Chicken,Regular
50,2023/10/26,Thu,Vietnam,Cheeseburger Deluxe,59000.00,2.41,Beef Burger,Regular
51,2023/10/26,Thu,Vietnam,Big Mac,79000.00,3.23,Beef Burger,Regular
52,2023/10/26,Thu,Vietnam,Double Cheeseburger,69000.00,2.82,Beef Burger,Regular
53,2023/10/26,Thu,Vietnam,McRoyal Deluxe,92000.00,3.76,Beef Burger,Regular
54,2023/10/26,Thu,Vietnam,McRoyal w Cheese,82000.00,3.35,Beef Burger,Regular
55,2023/10/26,Thu,Vietnam,Cheeseburger,49000.00,2.00,Beef Burger,Regular
56,2023/10/26,Thu,Vietnam,Hamburger,39000.00,1.59,Beef Burger,Regular
57,2023/10/26,Thu,Vietnam,McSpicy Deluxe,92000.00,3.76,Chicken & Fish Burger,Regular
58,2023/10/26,Thu,Vietnam,Filet O Fish,59000.00,2.41,Chicken & Fish Burger,Regular
59,2023/10/26,Thu,Vietnam,McChicken Deluxe,79000.00,3.23,Chicken & Fish Burger,Regular
60,2023/10/26,Thu,Vietnam,McChicken,69000.00,2.82,Chicken & Fish Burger,Regular
61,2023/10/26,Thu,Vietnam,Chicken Burger,39000.00,1.59,Chicken & Fish Burger,Regular
62,2023/10/26,Thu,Vietnam,Garlic Fish Sauce Fried Chicken Rice,63000.00,2.57,Rice,Regular
63,2023/10/26,Thu,Vietnam,2pc Garlic Fish Sauce Fried Chicken Rice,89000.00,3.64,Rice,Regular
64,2023/10/26,Thu,Vietnam,2pc Fried Chicken Rice,79000.00,3.23,Rice,Regular
65,2023/10/26,Thu,Vietnam,1pc Fried Chicken Rice,53000.00,2.17,Rice,Regular
66,2023/10/26,Thu,Vietnam,Shake Shake Salad,39000.00,1.59,Snacks/Sides,Regular
67,2023/10/26,Thu,Vietnam,World Famous Fries ,23000.00,0.94,Snacks/Sides,Regular
68,2023/10/26,Thu,Vietnam,Sweet Corn,19000.00,0.78,Snacks/Sides,Regular
69,2023/10/26,Thu,Vietnam,6pcs Chicken McNuggets,59000.00,2.41,Snacks/Sides,Regular
70,2023/10/26,Thu,Vietnam,Cheeseburger,49000.00,2.00,Snacks/Sides,Regular
71,2023/10/26,Thu,Vietnam,Hamburger,39000.00,1.59,Snacks/Sides,Regular
72,2023/10/26,Thu,Vietnam,Chicken Burger,39000.00,1.59,Snacks/Sides,Regular
73,2023/10/26,Thu,Vietnam,Sausage Burger,39000.00,1.59,Snacks/Sides,Regular
