,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2023/07/24,Mon,Vietnam,Deal BIC Craving (4 Items),78000.00,3.30,Promotions,Regular
2,2023/07/24,Mon,Vietnam,Deal BIC Craving (7 Items),159000.00,6.72,Promotions,Regular
3,2023/07/24,Mon,Vietnam,Value Deal - Hamburger,49000.00,2.07,Promotions,Regular
4,2023/07/24,Mon,Vietnam,Value Deal - Chicken Burger,49000.00,2.07,Promotions,Regular
5,2023/07/24,Mon,Vietnam,Value Deal - Sausage Burger,49000.00,2.07,Promotions,Regular
6,2023/07/24,Mon,Vietnam,Value Deal - Cheese Burger,59000.00,2.49,Promotions,Regular
7,2023/07/24,Mon,Vietnam,Summer Combo - Fillet O Fish (1514),89000.00,3.76,Promotions,Regular
8,2023/07/24,Mon,Vietnam,Summer Combo - Cheese Burger (1516),89000.00,3.76,Promotions,Regular
9,2023/07/24,Mon,Vietnam,Deal BIC Craving (4 Items),78000.00,3.30,Promotions,Breakfast
10,2023/07/24,Mon,Vietnam,Deal BIC Craving (7 Items),159000.00,6.72,Promotions,Breakfast
11,2023/07/24,Mon,Vietnam,Value Deal - Hamburger,49000.00,2.07,Promotions,Breakfast
12,2023/07/24,Mon,Vietnam,Value Deal - Chicken Burger,49000.00,2.07,Promotions,Breakfast
13,2023/07/24,Mon,Vietnam,Value Deal - Sausage Burger,49000.00,2.07,Promotions,Breakfast
14,2023/07/24,Mon,Vietnam,Value Deal - Cheese Burger,59000.00,2.49,Promotions,Breakfast
15,2023/07/24,Mon,Vietnam,Summer Combo - Fillet O Fish (1514),89000.00,3.76,Promotions,Breakfast
16,2023/07/24,Mon,Vietnam,Summer Combo - Cheese Burger (1516),89000.00,3.76,Promotions,Breakfast
17,2023/07/24,Mon,Vietnam,Combo for 2 – A,141000.00,5.96,Combo,Regular
18,2023/07/24,Mon,Vietnam,Combo for 2 – B,189000.00,7.99,Combo,Regular
19,2023/07/24,Mon,Vietnam,Combo for 2 – C,199000.00,8.41,Combo,Regular
20,2023/07/24,Mon,Vietnam,Combo for 3 – A,289000.00,12.22,Combo,Regular
21,2023/07/24,Mon,Vietnam,Combo for 3 – B,299000.00,12.64,Combo,Regular
22,2023/07/24,Mon,Vietnam,Cheeseburger Happy Meal,79000.00,3.34,Happy Meals,Regular
23,2023/07/24,Mon,Vietnam,Fried Chicken Happy Meal,79000.00,3.34,Happy Meals,Regular
24,2023/07/24,Mon,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.34,Happy Meals,Regular
25,2023/07/24,Mon,Vietnam,Chicken Burger Happy Meal,79000.00,3.34,Happy Meals,Regular
26,2023/07/24,Mon,Vietnam,Sausage Burger Happy Meal,79000.00,3.34,Happy Meals,Regular
27,2023/07/24,Mon,Vietnam,2 pcs Fried Chicken EVM,99000.00,4.19,Tuesday - Chicken Day,Regular
