,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2023/07/30,Sun,Japan,Cheese Locomoco Muffin Set,620.00,4.39,Featured,Regular Menu
2,2023/07/30,Sun,Japan,Morning Hawaii Delivery Set,1950.00,13.82,Featured,Regular Menu
3,2023/07/30,Sun,Japan,Sausage Egg Muffin Set,490.00,3.47,Featured,Regular Menu
4,2023/07/30,Sun,Japan,Chicken McNuggets® Happy Set,520.00,3.68,Featured,Regular Menu
5,2023/07/30,Sun,Japan,PoteNage DAI,600.00,4.25,Featured,Regular Menu
6,2023/07/30,Sun,Japan,PoteNage TOKUDAI,950.00,6.73,Featured,Regular Menu
7,2023/07/30,Sun,Japan,Cheese Locomoco Tropical Blue Hawaii Set,860.00,6.09,Featured,Regular Menu
8,2023/07/30,Sun,Japan,Hawaii Delivery Set for 3,2980.00,21.11,Featured,Regular Menu
9,2023/07/30,Sun,Japan,Hawaii Delivery Set for 2,2000.00,14.17,Featured,Regular Menu
10,2023/07/30,Sun,Japan,Hawaii Delivery Set,1760.00,12.47,Featured,Regular Menu
11,2023/07/30,Sun,Japan,Chicken McNuggets® 15Pcs,490.00,3.47,Featured,Regular Menu
12,2023/07/30,Sun,Japan,Shaka Shaka Potato® Sour Cream Onion Flavor Seasoning,40.00,0.28,Featured,Regular Menu
13,2023/07/30,Sun,Japan,McFizz® Tropical Blue Hawaii,270.00,1.91,Featured,Regular Menu
14,2023/07/30,Sun,Japan,Potenage XL ＋2Choices,1360.00,9.64,Featured,Regular Menu
15,2023/07/30,Sun,Japan,Smile,0.00,0.00,Featured,Regular Menu
16,2023/07/30,Sun,Japan,Cheese Locomoco Muffin,420.00,2.98,Burgers,Regular Menu
17,2023/07/30,Sun,Japan,Egg McMuffin®,240.00,1.70,Burgers,Regular Menu
18,2023/07/30,Sun,Japan,Bacon Egg McSandwich,250.00,1.77,Burgers,Regular Menu
19,2023/07/30,Sun,Japan,Sausage Egg Muffin,290.00,2.05,Burgers,Regular Menu
20,2023/07/30,Sun,Japan,Sausage Muffin,180.00,1.28,Burgers,Regular Menu
21,2023/07/30,Sun,Japan,Chicken Crisp Muffin,190.00,1.35,Burgers,Regular Menu
22,2023/07/30,Sun,Japan,Hotcakes,340.00,2.41,Burgers,Regular Menu
23,2023/07/30,Sun,Japan,McGriddles Sausage & Egg,340.00,2.41,Burgers,Regular Menu
24,2023/07/30,Sun,Japan,McGriddles Bacon & Egg,320.00,2.27,Burgers,Regular Menu
25,2023/07/30,Sun,Japan,McGriddles Sausage,230.00,1.63,Burgers,Regular Menu
26,2023/07/30,Sun,Japan,Mega Muffin,390.00,2.76,Burgers,Regular Menu
27,2023/07/30,Sun,Japan,Big Breakfast,480.00,3.40,Burgers,Regular Menu
28,2023/07/30,Sun,Japan,Big Breakfast Deluxe,680.00,4.82,Burgers,Regular Menu
29,2023/07/30,Sun,Japan,Bai Big Mac,650.00,4.61,Burgers,Regular Menu
30,2023/07/30,Sun,Japan,Bai Double Cheeseburger,600.00,4.25,Burgers,Regular Menu
31,2023/07/30,Sun,Japan,Bai Teriyaki McBurger,470.00,3.33,Burgers,Regular Menu
32,2023/07/30,Sun,Japan,Bai Filet-O-Fish,470.00,3.33,Burgers,Regular Menu
33,2023/07/30,Sun,Japan,Bai Chicken Filet-O,480.00,3.40,Burgers,Regular Menu
34,2023/07/30,Sun,Japan,Bai Teriyaki Chicken Filet-O,490.00,3.47,Burgers,Regular Menu
35,2023/07/30,Sun,Japan,Bai Bacon Lettuce Burger,480.00,3.40,Burgers,Regular Menu
36,2023/07/30,Sun,Japan,Bai Shrimp Filet-O,500.00,3.54,Burgers,Regular Menu
37,2023/07/30,Sun,Japan,Bai Spicy Chicken Burger,300.00,2.13,Burgers,Regular Menu
38,2023/07/30,Sun,Japan,Bai Spicy Beef Burger,320.00,2.27,Burgers,Regular Menu
39,2023/07/30,Sun,Japan,Bai Egg Cheeseburger,340.00,2.41,Burgers,Regular Menu
40,2023/07/30,Sun,Japan,Bai Chicken Cheese Burger,320.00,2.27,Burgers,Regular Menu
41,2023/07/30,Sun,Japan,Bai Hamburger,270.00,1.91,Burgers,Regular Menu
42,2023/07/30,Sun,Japan,Bai Chicken Crisp,280.00,1.98,Burgers,Regular Menu
43,2023/07/30,Sun,Japan,Bai Cheeseburger,300.00,2.13,Burgers,Regular Menu
44,2023/07/30,Sun,Japan,Cheese Locomoco,530.00,3.76,Burgers,Regular Menu
45,2023/07/30,Sun,Japan,Garlic Shrimp,470.00,3.33,Burgers,Regular Menu
46,2023/07/30,Sun,Japan,Zakugiri-Potato & Beef Creamy Jalapeno,530.00,3.76,Burgers,Regular Menu
47,2023/07/30,Sun,Japan,Big Mac®,450.00,3.19,Burgers,Regular Menu
48,2023/07/30,Sun,Japan,Roasted Soy Sauce Double Thick Beef,550.00,3.90,Burgers,Regular Menu
49,2023/07/30,Sun,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,540.00,3.83,Burgers,Regular Menu
50,2023/07/30,Sun,Japan,Double Cheeseburger,400.00,2.83,Burgers,Regular Menu
51,2023/07/30,Sun,Japan,Teriyaki McBurger,370.00,2.62,Burgers,Regular Menu
52,2023/07/30,Sun,Japan,Filet-O-Fish®,370.00,2.62,Burgers,Regular Menu
53,2023/07/30,Sun,Japan,Chicken Filet-O®,380.00,2.69,Burgers,Regular Menu
54,2023/07/30,Sun,Japan,Teriyaki Chicken Filet-O,390.00,2.76,Burgers,Regular Menu
55,2023/07/30,Sun,Japan,Bacon Lettuce Burger,380.00,2.69,Burgers,Regular Menu
56,2023/07/30,Sun,Japan,Shrimp Filet-O,400.00,2.83,Burgers,Regular Menu
57,2023/07/30,Sun,Japan,Spicy Chicken Burger,200.00,1.42,Burgers,Regular Menu
58,2023/07/30,Sun,Japan,Spicy Beef Burger,220.00,1.56,Burgers,Regular Menu
59,2023/07/30,Sun,Japan,Egg Cheeseburger,240.00,1.70,Burgers,Regular Menu
60,2023/07/30,Sun,Japan,Chicken Cheese Burger,220.00,1.56,Burgers,Regular Menu
61,2023/07/30,Sun,Japan,Hamburger,170.00,1.20,Burgers,Regular Menu
62,2023/07/30,Sun,Japan,Chicken Crisp,180.00,1.28,Burgers,Regular Menu
63,2023/07/30,Sun,Japan,Cheeseburger,200.00,1.42,Burgers,Regular Menu
64,2023/07/30,Sun,Japan,Smile,0.00,0.00,Burgers,Regular Menu
65,2023/07/30,Sun,Japan,Cheese Locomoco Muffin Set,620.00,4.39,Set,Regular Menu
