,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2023/07/17,Mon,Japan,Teriyaki Muffin,340.00,2.45,Featured,Regular Menu
2,2023/07/17,Mon,Japan,Egg McMuffin®,240.00,1.73,Featured,Regular Menu
3,2023/07/17,Mon,Japan,Bacon Egg McSandwich,250.00,1.80,Featured,Regular Menu
4,2023/07/17,Mon,Japan,Sausage Egg Muffin,290.00,2.09,Featured,Regular Menu
5,2023/07/17,Mon,Japan,Sausage Muffin,180.00,1.30,Featured,Regular Menu
6,2023/07/17,Mon,Japan,Bai Big Mac,650.00,4.68,Featured,Regular Menu
7,2023/07/17,Mon,Japan,Bai Filet-O-Fish,470.00,3.39,Featured,Regular Menu
8,2023/07/17,Mon,Japan,Hokkaido Jaga Butter Teriyaki,450.00,3.24,Featured,Regular Menu
9,2023/07/17,Mon,Japan,Osaka Okonomiyaki taste Sauce Egg Teriyaki,450.00,3.24,Featured,Regular Menu
10,2023/07/17,Mon,Japan,Hakata Mentai Teriyaki Chicken,450.00,3.24,Featured,Regular Menu
11,2023/07/17,Mon,Japan,Big Mac®,450.00,3.24,Featured,Regular Menu
12,2023/07/17,Mon,Japan,Roasted Soy Sauce Double Thick Beef,550.00,3.96,Featured,Regular Menu
13,2023/07/17,Mon,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,540.00,3.89,Featured,Regular Menu
14,2023/07/17,Mon,Japan,Gotouchi Teriyaki Delivery Set for 3,2750.00,19.82,Featured,Regular Menu
15,2023/07/17,Mon,Japan,Gotouchi Teriyaki Delivery Set for 2,1850.00,13.33,Featured,Regular Menu
16,2023/07/17,Mon,Japan,Gotouchi Teriyaki Delivery Set,1650.00,11.89,Featured,Regular Menu
17,2023/07/17,Mon,Japan,Delivery Set for 3,2500.00,18.02,Featured,Regular Menu
18,2023/07/17,Mon,Japan,Delivery Set for 2,1800.00,12.97,Featured,Regular Menu
19,2023/07/17,Mon,Japan,McDelivery® Set,1500.00,10.81,Featured,Regular Menu
20,2023/07/17,Mon,Japan,Shaka Shaka Potato® Nagoya Tebasaki Flavor Seasoning,40.00,0.29,Featured,Regular Menu
21,2023/07/17,Mon,Japan,Chicken McNuggets® 15Pcs,710.00,5.12,Featured,Regular Menu
22,2023/07/17,Mon,Japan,Chicken McNuggets® 5Pcs,240.00,1.73,Featured,Regular Menu
23,2023/07/17,Mon,Japan,McFry,190.00,1.37,Featured,Regular Menu
24,2023/07/17,Mon,Japan,Potenage XL ＋2Choices,1360.00,9.80,Featured,Regular Menu
25,2023/07/17,Mon,Japan,Smile,0.00,0.00,Featured,Regular Menu
26,2023/07/17,Mon,Japan,Teriyaki Muffin,340.00,2.45,Burgers,Regular Menu
