,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/05/09,Thu,Thailand,3-Color Bualoy Sundae,45.00,1.22,New Promotions
2,2024/05/09,Thu,Thailand,Taro Coconut Pie,39.00,1.06,New Promotions
3,2024/05/09,Thu,Thailand,3-Color Bualoy A-La-Mode (Taro Coconut Pie),69.00,1.87,New Promotions
4,2024/05/09,Thu,Thailand,3-Color Bualoy A-La-Mode (Corn Pie),65.00,1.76,New Promotions
5,2024/05/09,Thu,Thailand,Set Picnic Box,550.00,14.88,New Promotions
6,2024/05/09,Thu,Thailand,Stackable Lunch Box,450.00,12.18,New Promotions
7,2024/05/09,Thu,Thailand,WcDonald's 10pcs McNuggets,129.00,3.49,New Promotions
8,2024/05/09,Thu,Thailand,McDonald's Set (10 pieces of McNuggets + medium french fries + 16 ounces Coke),179.00,4.84,New Promotions
9,2024/05/09,Thu,Thailand,WcDonald's 20pcs McNugget,249.00,6.74,New Promotions
10,2024/05/09,Thu,Thailand,WcDonald's 20 pcs McNuggets Set,299.00,8.09,New Promotions
11,2024/05/09,Thu,Thailand,WcDonald's All Star Set,419.00,11.34,New Promotions
12,2024/05/09,Thu,Thailand,BIC New Super Max,319.00,8.63,New Promotions
13,2024/05/09,Thu,Thailand,Rice with Fried Chicken and Kaprao Sauce,79.00,2.14,New Promotions
14,2024/05/09,Thu,Thailand,ImKum Rice Fried Chicken Kaprao Sauce Set,149.00,4.03,New Promotions
15,2024/05/09,Thu,Thailand,Duo Fries and Nuggets,99.00,2.68,New Promotions
16,2024/05/09,Thu,Thailand,Duo Bites and Pie,85.00,2.30,New Promotions
17,2024/05/09,Thu,Thailand,Duo Flurry,89.00,2.41,New Promotions
18,2024/05/09,Thu,Thailand,Duo Sundae,69.00,1.87,New Promotions
19,2024/05/09,Thu,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.68,New Promotions
20,2024/05/09,Thu,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.68,New Promotions
21,2024/05/09,Thu,Thailand,McFried Chicken Max Family Set,419.00,11.34,New Promotions
22,2024/05/09,Thu,Thailand,ImKum Kaprao Chicken Rice Set,149.00,4.03,New Promotions
23,2024/05/09,Thu,Thailand,McFlurry Kiss,59.00,1.60,New Promotions
24,2024/05/09,Thu,Thailand,Pepper Chicken Burger Duo,99.00,2.68,New Promotions
25,2024/05/09,Thu,Thailand,Glazed Donut Box Set 3 pcs:Glazed Donut Chocolate Glazed Donut,160.00,4.33,New Promotions
26,2024/05/09,Thu,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.30,Exclusive Only McDelivery
27,2024/05/09,Thu,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.30,Exclusive Only McDelivery
28,2024/05/09,Thu,Thailand,Samurai & Filet Set,289.00,7.82,Exclusive Only McDelivery
29,2024/05/09,Thu,Thailand,99 Cheeseburger Set,99.00,2.68,Exclusive Only McDelivery
30,2024/05/09,Thu,Thailand,99 Hamburger Set,99.00,2.68,Exclusive Only McDelivery
31,2024/05/09,Thu,Thailand,99 Pork Burger Set,99.00,2.68,Exclusive Only McDelivery
32,2024/05/09,Thu,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.30,Exclusive Only McDelivery
33,2024/05/09,Thu,Thailand,Buy 1 Get 1 McNuggets & French Fries,194.00,5.25,Exclusive Only McDelivery
34,2024/05/09,Thu,Thailand,50% McNugget Set,146.00,3.95,Exclusive Only McDelivery
35,2024/05/09,Thu,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.68,Exclusive Only McDelivery
36,2024/05/09,Thu,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.68,Exclusive Only McDelivery
37,2024/05/09,Thu,Thailand,Pepper Chicken Burger Duo,99.00,2.68,Exclusive Only McDelivery
38,2024/05/09,Thu,Thailand,3 pcs. McPatongko with Condensed Milk Dip,45.00,1.22,Breakfast
39,2024/05/09,Thu,Thailand,5 pcs. McPatongko Set,69.00,1.87,Breakfast
40,2024/05/09,Thu,Thailand,Condensed Milk Dip,12.00,0.32,Breakfast
41,2024/05/09,Thu,Thailand,Hot Americano 8 oz.,65.00,1.76,Breakfast
42,2024/05/09,Thu,Thailand,Hot Latte 8 oz.,85.00,2.30,Breakfast
43,2024/05/09,Thu,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.30,Burgers
44,2024/05/09,Thu,Thailand,Quarter Pounder with Cheese Set,230.00,6.22,Burgers
45,2024/05/09,Thu,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,5.93,Burgers
46,2024/05/09,Thu,Thailand,Double Quarter Pounder with Cheese Set,290.00,7.85,Burgers
47,2024/05/09,Thu,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,4.84,Burgers
48,2024/05/09,Thu,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,6.76,Burgers
49,2024/05/09,Thu,Thailand,Dunk Cheese,59.00,1.60,Burgers
