,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/02/07,Wed,Thailand,McFried Chicken Max Family Set,419.00,11.79,New Promotions
2,2024/02/07,Wed,Thailand,Duo Donut,100.00,2.81,New Promotions
3,2024/02/07,Wed,Thailand,Prosperity Pork Burger A-la-carte,129.00,3.63,New Promotions
4,2024/02/07,Wed,Thailand,Prosperity Pork Burger Set,195.00,5.49,New Promotions
5,2024/02/07,Wed,Thailand,Prosperity Chicken Burger A-la-carte,129.00,3.63,New Promotions
6,2024/02/07,Wed,Thailand,Prosperity Chicken Burger Set,195.00,5.49,New Promotions
7,2024/02/07,Wed,Thailand,Prosperity Burger Combo Set,319.00,8.98,New Promotions
8,2024/02/07,Wed,Thailand,Sweet Egg Floss Pinky Cream Pie,39.00,1.10,New Promotions
9,2024/02/07,Wed,Thailand,McFlurry Kiss,59.00,1.66,New Promotions
10,2024/02/07,Wed,Thailand,BOGO Filet O Fish Set Free 1 Burger,199.00,5.60,New Promotions
11,2024/02/07,Wed,Thailand,Curly Fries,99.00,2.79,New Promotions
12,2024/02/07,Wed,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.47,Exclusive Only McDelivery
13,2024/02/07,Wed,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.47,Exclusive Only McDelivery
14,2024/02/07,Wed,Thailand,McChicken Duo,299.00,8.41,Exclusive Only McDelivery
15,2024/02/07,Wed,Thailand,Imm Kum McFried Chicken,119.00,3.35,Exclusive Only McDelivery
16,2024/02/07,Wed,Thailand,Imm Fin McChicken,119.00,3.35,Exclusive Only McDelivery
17,2024/02/07,Wed,Thailand,BOGO Filet O Fish Set Free 1 Burger,199.00,5.60,Exclusive Only McDelivery
18,2024/02/07,Wed,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.47,Exclusive Only McDelivery
19,2024/02/07,Wed,Thailand,3 pcs. McPatongko with Condensed Milk Dip,45.00,1.27,Breakfast
20,2024/02/07,Wed,Thailand,5 pcs. McPatongko Set,69.00,1.94,Breakfast
21,2024/02/07,Wed,Thailand,Condensed Milk Dip,12.00,0.34,Breakfast
22,2024/02/07,Wed,Thailand,Hot Americano 8 oz.,65.00,1.83,Breakfast
23,2024/02/07,Wed,Thailand,Hot Latte 8 oz.,85.00,2.39,Breakfast
24,2024/02/07,Wed,Thailand,Truffle Beef Burger A-la-carte,175.00,4.92,Burgers
25,2024/02/07,Wed,Thailand,Truffle Beef Burger Set,240.00,6.75,Burgers
26,2024/02/07,Wed,Thailand,Truffle Pork Burger A-la-carte,175.00,4.92,Burgers
27,2024/02/07,Wed,Thailand,Truffle Pork Burger Set,240.00,6.75,Burgers
28,2024/02/07,Wed,Thailand,Quarter Pounder with Cheese A-la-carte,155.00,4.36,Burgers
29,2024/02/07,Wed,Thailand,Quarter Pounder with Cheese Set,230.00,6.47,Burgers
30,2024/02/07,Wed,Thailand,Double Quarter Pounder with Cheese A-la-carte,215.00,6.05,Burgers
31,2024/02/07,Wed,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.16,Burgers
32,2024/02/07,Wed,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,175.00,4.92,Burgers
33,2024/02/07,Wed,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.03,Burgers
34,2024/02/07,Wed,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,175.00,4.92,Burgers
35,2024/02/07,Wed,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.03,Burgers
36,2024/02/07,Wed,Thailand,Double Cheeseburger (Beef) A-la-carte,135.00,3.80,Burgers
37,2024/02/07,Wed,Thailand,Double Cheeseburger (Beef) Set,210.00,5.91,Burgers
38,2024/02/07,Wed,Thailand,Cheeseburger (Beef) A-la-carte,85.00,2.39,Burgers
39,2024/02/07,Wed,Thailand,Cheeseburger (Beef) Set,160.00,4.50,Burgers
40,2024/02/07,Wed,Thailand,Big Mac. (Beef) A-la-carte,145.00,4.08,Burgers
41,2024/02/07,Wed,Thailand,Big Mac. (Beef) Set,270.00,7.60,Burgers
42,2024/02/07,Wed,Thailand,Double Big Mac (Beef),195.00,5.49,Burgers
43,2024/02/07,Wed,Thailand,Filet-O-Fish (Fish) A-la-carte,105.00,2.95,Burgers
44,2024/02/07,Wed,Thailand,Filet-O-Fish (Fish) Set,180.00,5.07,Burgers
45,2024/02/07,Wed,Thailand,Double Filet-O-Fish (Fish) A-la-carte,145.00,4.08,Burgers
46,2024/02/07,Wed,Thailand,Double Filet-O-Fish (Fish) Set,220.00,6.19,Burgers
47,2024/02/07,Wed,Thailand,Samurai Pork Burger (Pork) A-la-carte,105.00,2.95,Burgers
48,2024/02/07,Wed,Thailand,Samurai Pork Burger (Pork) Set,180.00,5.07,Burgers
49,2024/02/07,Wed,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,105.00,2.95,Burgers
50,2024/02/07,Wed,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,5.07,Burgers
51,2024/02/07,Wed,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.35,Burgers
52,2024/02/07,Wed,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.46,Burgers
53,2024/02/07,Wed,Thailand,Pepper Chicken Burger (Chicken),49.00,1.38,Burgers
54,2024/02/07,Wed,Thailand,Hamburger (Beef),49.00,1.38,Burgers
55,2024/02/07,Wed,Thailand,Pork Burger (Pork),49.00,1.38,Burgers
56,2024/02/07,Wed,Thailand,McFried Chicken,89.00,2.50,McFried Chicken & Rice
57,2024/02/07,Wed,Thailand,McFried Chicken Max Family Set,419.00,11.79,McFried Chicken & Rice
58,2024/02/07,Wed,Thailand,McFried Chicken Super Max Set,319.00,8.98,McFried Chicken & Rice
59,2024/02/07,Wed,Thailand,Chicken Bites,59.00,1.66,McFried Chicken & Rice
60,2024/02/07,Wed,Thailand,Party Snack Set 2 (New),219.00,6.16,McFried Chicken & Rice
61,2024/02/07,Wed,Thailand,Snack Party Set 2,219.00,6.16,McFried Chicken & Rice
62,2024/02/07,Wed,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.27,McFried Chicken & Rice
63,2024/02/07,Wed,Thailand,McFried Chicken Super Value Set,109.00,3.07,McFried Chicken & Rice
64,2024/02/07,Wed,Thailand,McFried Chicken Set,175.00,4.92,McFried Chicken & Rice
65,2024/02/07,Wed,Thailand,McFried Chicken Value Set,149.00,4.19,McFried Chicken & Rice
66,2024/02/07,Wed,Thailand,French Fries,85.00,2.39,Snack & Desserts
67,2024/02/07,Wed,Thailand,Curly Fries,99.00,2.79,Snack & Desserts
68,2024/02/07,Wed,Thailand,McFlurry Kiss,59.00,1.66,Snack & Desserts
69,2024/02/07,Wed,Thailand,6 pc. McNuggets (Chicken) A-la-carte,105.00,2.95,Snack & Desserts
70,2024/02/07,Wed,Thailand,6 pc. McNuggets (Chicken) Set,180.00,5.07,Snack & Desserts
71,2024/02/07,Wed,Thailand,10 pc. McNuggets (Chicken) A-la-carte,155.00,4.36,Snack & Desserts
72,2024/02/07,Wed,Thailand,10 pc. McNuggets (Chicken) Set,230.00,6.47,Snack & Desserts
73,2024/02/07,Wed,Thailand,Cheese Stick,75.00,2.11,Snack & Desserts
74,2024/02/07,Wed,Thailand,3 pcs. McPatongko with Condensed Milk Dip,45.00,1.27,Snack & Desserts
75,2024/02/07,Wed,Thailand,5 pcs. McPatongko Set,69.00,1.94,Snack & Desserts
