,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/08/14,Wed,Thailand,McFried Chicken Love MOM,319.00,9.12,New Promotions
2,2024/08/14,Wed,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.83,New Promotions
3,2024/08/14,Wed,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.83,New Promotions
4,2024/08/14,Wed,Thailand,Super Max Set,319.00,9.12,New Promotions
5,2024/08/14,Wed,Thailand,Blue Winter Tumbler,399.00,11.41,New Promotions
6,2024/08/14,Wed,Thailand,Red Rudolph Tumbler,399.00,11.41,New Promotions
7,2024/08/14,Wed,Thailand,McFied Chicken Lover,199.00,5.69,New Promotions
8,2024/08/14,Wed,Thailand,McFried Chicken Lover + 2 Coke,248.00,7.09,New Promotions
9,2024/08/14,Wed,Thailand,McDonald's Picnic Box Free Filet-O-Fish,450.00,12.86,New Promotions
10,2024/08/14,Wed,Thailand,Curly Fries,99.00,2.83,New Promotions
11,2024/08/14,Wed,Thailand,Curly Fries Party Size,179.00,5.12,New Promotions
12,2024/08/14,Wed,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.83,Exclusive Only McDelivery
13,2024/08/14,Wed,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.83,Exclusive Only McDelivery
14,2024/08/14,Wed,Thailand,Cheeseburger Set,109.00,3.12,Exclusive Only McDelivery
15,2024/08/14,Wed,Thailand,99 Hamburger Set,99.00,2.83,Exclusive Only McDelivery
16,2024/08/14,Wed,Thailand,99 Pork Burger Set,99.00,2.83,Exclusive Only McDelivery
17,2024/08/14,Wed,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.54,Exclusive Only McDelivery
18,2024/08/14,Wed,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.54,Exclusive Only McDelivery
19,2024/08/14,Wed,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.54,Exclusive Only McDelivery
20,2024/08/14,Wed,Thailand,50% McNugget Set,146.00,4.17,Exclusive Only McDelivery
21,2024/08/14,Wed,Thailand,Buy 1 Get 1 McNuggets & French Fries,194.00,5.55,Exclusive Only McDelivery
22,2024/08/14,Wed,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,28.56,Exclusive Only McDelivery
23,2024/08/14,Wed,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,57.14,Exclusive Only McDelivery
24,2024/08/14,Wed,Thailand,Strawberry Dip 1 Cup,12.00,0.34,Breakfast
25,2024/08/14,Wed,Thailand,Patongko,15.00,0.43,Breakfast
26,2024/08/14,Wed,Thailand,Chocolate Dip 1 Cup,12.00,0.34,Breakfast
27,2024/08/14,Wed,Thailand,Hot Americano 8 oz.,65.00,1.86,Breakfast
28,2024/08/14,Wed,Thailand,Hot Latte 8 oz.,85.00,2.43,Breakfast
29,2024/08/14,Wed,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.54,Burgers
30,2024/08/14,Wed,Thailand,Quarter Pounder with Cheese Set,230.00,6.57,Burgers
31,2024/08/14,Wed,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,6.26,Burgers
32,2024/08/14,Wed,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.29,Burgers
33,2024/08/14,Wed,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,5.12,Burgers
34,2024/08/14,Wed,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.15,Burgers
35,2024/08/14,Wed,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,5.12,Burgers
36,2024/08/14,Wed,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.15,Burgers
37,2024/08/14,Wed,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,3.97,Burgers
38,2024/08/14,Wed,Thailand,Double Cheeseburger (Beef) Set,210.00,6.00,Burgers
39,2024/08/14,Wed,Thailand,Cheeseburger (Beef) A-la-carte,89.00,2.54,Burgers
40,2024/08/14,Wed,Thailand,Cheeseburger (Beef) Set,160.00,4.57,Burgers
41,2024/08/14,Wed,Thailand,Big Mac. (Beef) A-la-carte,149.00,4.26,Burgers
42,2024/08/14,Wed,Thailand,Big Mac. (Beef) Set,220.00,6.29,Burgers
43,2024/08/14,Wed,Thailand,Double Big Mac (Beef),199.00,5.69,Burgers
44,2024/08/14,Wed,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,3.12,Burgers
45,2024/08/14,Wed,Thailand,Filet-O-Fish (Fish) Set,180.00,5.15,Burgers
46,2024/08/14,Wed,Thailand,Double Filet-O-Fish (Fish),149.00,4.26,Burgers
47,2024/08/14,Wed,Thailand,Samurai Pork Burger (Pork) A-la-carte,109.00,3.12,Burgers
48,2024/08/14,Wed,Thailand,Samurai Pork Burger (Pork) Set,180.00,5.15,Burgers
49,2024/08/14,Wed,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,109.00,3.12,Burgers
50,2024/08/14,Wed,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,5.15,Burgers
