,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/01/28,Sun,Thailand,McFried Chicken Max Family Set,419.00,11.76,New Promotions
2,2024/01/28,Sun,Thailand,Duo Donut,100.00,2.81,New Promotions
3,2024/01/28,Sun,Thailand,Prosperity Pork Burger A-la-carte,129.00,3.62,New Promotions
4,2024/01/28,Sun,Thailand,Prosperity Pork Burger Set,195.00,5.47,New Promotions
5,2024/01/28,Sun,Thailand,Prosperity Chicken Burger A-la-carte,129.00,3.62,New Promotions
6,2024/01/28,Sun,Thailand,Prosperity Chicken Burger Set,195.00,5.47,New Promotions
7,2024/01/28,Sun,Thailand,Prosperity Burger Combo Set,319.00,8.96,New Promotions
8,2024/01/28,Sun,Thailand,Sweet Egg Floss Pinky Cream Pie,39.00,1.09,New Promotions
9,2024/01/28,Sun,Thailand,McFlurry Kiss,59.00,1.66,New Promotions
10,2024/01/28,Sun,Thailand,Curly Fries,99.00,2.78,New Promotions
11,2024/01/28,Sun,Thailand,Blue Winter Tumbler,599.00,16.82,New Promotions
12,2024/01/28,Sun,Thailand,Red Rudolph Tumbler,599.00,16.82,New Promotions
13,2024/01/28,Sun,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.46,Exclusive Only McDelivery
14,2024/01/28,Sun,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.46,Exclusive Only McDelivery
15,2024/01/28,Sun,Thailand,Samurai & Filet Set,289.00,8.11,Exclusive Only McDelivery
16,2024/01/28,Sun,Thailand,99 Cheeseburger Set,99.00,2.78,Exclusive Only McDelivery
17,2024/01/28,Sun,Thailand,99 Hamburger Set,99.00,2.78,Exclusive Only McDelivery
18,2024/01/28,Sun,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.78,Exclusive Only McDelivery
19,2024/01/28,Sun,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.78,Exclusive Only McDelivery
20,2024/01/28,Sun,Thailand,99 Pork Burger Set,99.00,2.78,Exclusive Only McDelivery
21,2024/01/28,Sun,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.46,Exclusive Only McDelivery
22,2024/01/28,Sun,Thailand,50% McNugget Set,146.00,4.10,Exclusive Only McDelivery
