,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/12/27,Fri,Thailand,McChicken Duo,299.00,8.76,New Promotions
2,2024/12/27,Fri,Thailand,Buy 1 Get 1 Free! Iced Americano,105.00,3.08,New Promotions
3,2024/12/27,Fri,Thailand,McFlurry made with MILO,59.00,1.73,New Promotions
4,2024/12/27,Fri,Thailand,Chicken Cheeseburger A-la-carte,55.00,1.61,New Promotions
5,2024/12/27,Fri,Thailand,Chicken Cheeseburger Set,99.00,2.90,New Promotions
6,2024/12/27,Fri,Thailand,McFried Chicken Max Family Set Bite,419.00,12.28,New Promotions
7,2024/12/27,Fri,Thailand,McFried Chicken Max Family Set,319.00,9.35,New Promotions
8,2024/12/27,Fri,Thailand,Chocolate Cream Rainbow Frappe,99.00,2.90,New Promotions
9,2024/12/27,Fri,Thailand,Caramel Coffee Rainbow Frappe,99.00,2.90,New Promotions
10,2024/12/27,Fri,Thailand,Caramel Cream Rainbow Frappe,99.00,2.90,New Promotions
11,2024/12/27,Fri,Thailand,Green Tea Rainbow Frappe,99.00,2.90,New Promotions
12,2024/12/27,Fri,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.90,New Promotions
13,2024/12/27,Fri,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.90,New Promotions
14,2024/12/27,Fri,Thailand,McFied Chicken Lover,199.00,5.83,New Promotions
15,2024/12/27,Fri,Thailand,Banoffee Pie,45.00,1.32,New Promotions
16,2024/12/27,Fri,Thailand,Cheeseburger Set,109.00,3.19,New Promotions
17,2024/12/27,Fri,Thailand,99 Hamburger Set,99.00,2.90,New Promotions
18,2024/12/27,Fri,Thailand,99 Pork Burger Set,99.00,2.90,New Promotions
19,2024/12/27,Fri,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.66,New Promotions
20,2024/12/27,Fri,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.66,New Promotions
21,2024/12/27,Fri,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.66,New Promotions
22,2024/12/27,Fri,Thailand,Buy 1 Free 1 Filet-o-fish & McNugget Set,233.00,6.83,New Promotions
23,2024/12/27,Fri,Thailand,4 Nuggets Free Corn Pie,69.00,2.02,New Promotions
24,2024/12/27,Fri,Thailand,BOGO Nuggets,109.00,3.19,New Promotions
25,2024/12/27,Fri,Thailand,50% McNugget Set,146.00,4.28,New Promotions
26,2024/12/27,Fri,Thailand,Buy 1 Get 1 McNuggets & French Fries,194.00,5.68,New Promotions
27,2024/12/27,Fri,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,29.27,New Promotions
28,2024/12/27,Fri,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,58.58,New Promotions
29,2024/12/27,Fri,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Breakfast
30,2024/12/27,Fri,Thailand,Patongko,15.00,0.44,Breakfast
31,2024/12/27,Fri,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.44,Breakfast
32,2024/12/27,Fri,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Breakfast
33,2024/12/27,Fri,Thailand,5 pcs. McPatongko Set,89.00,2.61,Breakfast
34,2024/12/27,Fri,Thailand,Patongko and 2 Chocolate Dip,89.00,2.61,Breakfast
35,2024/12/27,Fri,Thailand,Condensed Milk Dip,12.00,0.35,Breakfast
36,2024/12/27,Fri,Thailand,Hot Americano 8 oz.,65.00,1.90,Breakfast
37,2024/12/27,Fri,Thailand,Hot Latte 8 oz.,85.00,2.49,Breakfast
38,2024/12/27,Fri,Thailand,Big Mac. (Beef) A-la-carte,149.00,4.37,Burgers
39,2024/12/27,Fri,Thailand,Big Mac. (Beef) Set,220.00,6.45,Burgers
40,2024/12/27,Fri,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,4.07,Burgers
41,2024/12/27,Fri,Thailand,Double Cheeseburger (Beef) Set,210.00,6.15,Burgers
42,2024/12/27,Fri,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.66,Burgers
43,2024/12/27,Fri,Thailand,Quarter Pounder with Cheese Set,230.00,6.74,Burgers
44,2024/12/27,Fri,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,6.42,Burgers
45,2024/12/27,Fri,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.50,Burgers
46,2024/12/27,Fri,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,5.25,Burgers
47,2024/12/27,Fri,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.33,Burgers
48,2024/12/27,Fri,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,5.25,Burgers
49,2024/12/27,Fri,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.33,Burgers
50,2024/12/27,Fri,Thailand,Cheeseburger (Beef) A-la-carte,89.00,2.61,Burgers
51,2024/12/27,Fri,Thailand,Cheeseburger (Beef) Set,160.00,4.69,Burgers
52,2024/12/27,Fri,Thailand,Double Big Mac (Beef),199.00,5.83,Burgers
53,2024/12/27,Fri,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,3.19,Burgers
54,2024/12/27,Fri,Thailand,Filet-O-Fish (Fish) Set,180.00,5.27,Burgers
55,2024/12/27,Fri,Thailand,Double Filet-O-Fish (Fish),149.00,4.37,Burgers
56,2024/12/27,Fri,Thailand,Samurai Pork Burger (Pork) A-la-carte,109.00,3.19,Burgers
57,2024/12/27,Fri,Thailand,Samurai Pork Burger (Pork) Set,180.00,5.27,Burgers
58,2024/12/27,Fri,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,109.00,3.19,Burgers
59,2024/12/27,Fri,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,5.27,Burgers
60,2024/12/27,Fri,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.49,Burgers
61,2024/12/27,Fri,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.68,Burgers
62,2024/12/27,Fri,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.32,McFried Chicken & Rice
63,2024/12/27,Fri,Thailand,Chicken Bites,59.00,1.73,McFried Chicken & Rice
64,2024/12/27,Fri,Thailand,McFried Chicken,89.00,2.61,McFried Chicken & Rice
65,2024/12/27,Fri,Thailand,McFried Chicken Super Value Set,109.00,3.19,McFried Chicken & Rice
66,2024/12/27,Fri,Thailand,McFried Chicken Value Set,149.00,4.37,McFried Chicken & Rice
67,2024/12/27,Fri,Thailand,McFried Chicken Set,175.00,5.13,McFried Chicken & Rice
68,2024/12/27,Fri,Thailand,McFried Chicken Max Family Set,419.00,12.28,McFried Chicken & Rice
69,2024/12/27,Fri,Thailand,French Fries,85.00,2.49,Snack & Desserts
70,2024/12/27,Fri,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Snack & Desserts
71,2024/12/27,Fri,Thailand,Patongko,15.00,0.44,Snack & Desserts
72,2024/12/27,Fri,Thailand,McFlurry made with MILO,59.00,1.73,Snack & Desserts
73,2024/12/27,Fri,Thailand,6 pc. McNuggets (Chicken) A-la-carte,109.00,3.19,Snack & Desserts
74,2024/12/27,Fri,Thailand,6 pc. McNuggets (Chicken) Set,180.00,5.27,Snack & Desserts
75,2024/12/27,Fri,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.44,Snack & Desserts
76,2024/12/27,Fri,Thailand,Banoffee Pie,45.00,1.32,Snack & Desserts
77,2024/12/27,Fri,Thailand,10 pc. McNuggets (Chicken) A-la-carte,159.00,4.66,Snack & Desserts
78,2024/12/27,Fri,Thailand,10 pc. McNuggets (Chicken) Set,230.00,6.74,Snack & Desserts
79,2024/12/27,Fri,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Snack & Desserts
80,2024/12/27,Fri,Thailand,Cheese Stick,75.00,2.20,Snack & Desserts
81,2024/12/27,Fri,Thailand,New Sharing Box Set,119.00,3.49,Snack & Desserts
82,2024/12/27,Fri,Thailand,5 pcs. McPatongko Set,89.00,2.61,Snack & Desserts
83,2024/12/27,Fri,Thailand,Snack Party Set 1,189.00,5.54,Snack & Desserts
84,2024/12/27,Fri,Thailand,McFlurry Oreo,59.00,1.73,Snack & Desserts
85,2024/12/27,Fri,Thailand,Chocolate Sundae,39.00,1.14,Snack & Desserts
86,2024/12/27,Fri,Thailand,Strawberry Sundae,39.00,1.14,Snack & Desserts
87,2024/12/27,Fri,Thailand,Corn Pie,35.00,1.03,Snack & Desserts
88,2024/12/27,Fri,Thailand,Pineapple Pie,35.00,1.03,Snack & Desserts
89,2024/12/27,Fri,Thailand,Cheese Dip,25.00,0.73,Snack & Desserts
90,2024/12/27,Fri,Thailand,Condensed Milk Dip,12.00,0.35,Snack & Desserts
91,2024/12/27,Fri,Thailand,Coke No Sugar,65.00,1.90,Beverages
92,2024/12/27,Fri,Thailand,Chocolate Cream Rainbow Frappe,99.00,2.90,Beverages
93,2024/12/27,Fri,Thailand,Caramel Coffee Rainbow Frappe,99.00,2.90,Beverages
94,2024/12/27,Fri,Thailand,Caramel Cream Rainbow Frappe,99.00,2.90,Beverages
95,2024/12/27,Fri,Thailand,Green Tea Rainbow Frappe,99.00,2.90,Beverages
